,mushroom_id,class,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_color,ring_number,ring_type,spore_print_color,population,habitat
200,201,edible,convex,scaly,yellow,yes,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
201,202,edible,bell,smooth,white,yes,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
202,203,edible,convex,smooth,white,yes,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,one,pendant,black,numerous,grasses
203,204,edible,convex,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,fibrous,smooth,white,white,white,one,evanescent,black,scattered,grasses
204,205,edible,flat,scaly,brown,yes,anise,free,close,broad,brown,enlarging,smooth,scaly,white,white,white,one,pendant,black,solitary,paths
205,206,poisonous,convex,smooth,white,yes,pungent,free,close,narrow,black,enlarging,smooth,smooth,white,white,white,one,pendant,brown,several,urban
206,207,edible,bell,smooth,white,yes,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,white,one,pendant,brown,numerous,grasses
207,208,edible,bell,smooth,white,yes,almond,free,close,broad,black,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,meadows
208,209,edible,bell,scaly,white,yes,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,white,one,pendant,brown,numerous,grasses
209,210,edible,bell,scaly,white,yes,almond,free,close,broad,white,enlarging,smooth,smooth,white,white,white,one,pendant,black,numerous,grasses
210,211,edible,convex,smooth,yellow,yes,almond,free,close,broad,white,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
211,212,edible,bell,smooth,white,yes,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,white,one,pendant,black,numerous,meadows
212,213,edible,convex,fibrous,yellow,yes,almond,free,crowded,narrow,brown,tapering,smooth,smooth,white,white,white,one,pendant,brown,several,woods
213,214,edible,convex,fibrous,gray,no,none,free,close,narrow,brown,enlarging,smooth,smooth,white,white,white,one,pendant,brown,solitary,urban
214,215,edible,flat,scaly,yellow,yes,almond,free,close,broad,brown,enlarging,smooth,scaly,white,white,white,one,pendant,brown,scattered,grasses
215,216,edible,bell,smooth,white,yes,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,white,one,pendant,black,numerous,meadows
216,217,edible,convex,smooth,yellow,yes,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
217,218,edible,convex,scaly,yellow,yes,almond,free,close,broad,black,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
218,219,edible,convex,scaly,white,yes,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
219,220,edible,sunken,fibrous,gray,no,none,free,close,narrow,pink,enlarging,smooth,smooth,white,white,white,one,pendant,brown,several,urban
220,221,edible,convex,smooth,white,yes,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
221,222,poisonous,convex,smooth,white,yes,pungent,free,close,narrow,black,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
222,223,edible,convex,scaly,yellow,yes,almond,free,close,broad,brown,enlarging,smooth,scaly,white,white,white,one,pendant,brown,scattered,grasses
223,224,edible,flat,fibrous,white,yes,almond,free,crowded,narrow,pink,tapering,smooth,smooth,white,white,white,one,pendant,brown,several,woods
224,225,edible,convex,scaly,white,yes,anise,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,one,pendant,black,numerous,meadows
225,226,edible,bell,scaly,white,yes,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
226,227,edible,convex,smooth,white,yes,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,one,pendant,brown,numerous,grasses
227,228,edible,convex,smooth,yellow,yes,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
228,229,poisonous,convex,scaly,brown,yes,pungent,free,close,narrow,pink,enlarging,smooth,smooth,white,white,white,one,pendant,black,several,urban
229,230,edible,bell,smooth,yellow,yes,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,white,one,pendant,brown,numerous,grasses
230,231,edible,convex,fibrous,gray,no,none,free,close,narrow,brown,enlarging,smooth,smooth,white,white,white,one,pendant,black,solitary,urban
231,232,poisonous,convex,scaly,white,yes,pungent,free,close,narrow,black,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,urban
232,233,edible,convex,scaly,yellow,yes,anise,free,close,broad,brown,enlarging,smooth,scaly,white,white,white,one,pendant,brown,solitary,paths
233,234,edible,flat,fibrous,brown,no,none,free,close,narrow,black,enlarging,smooth,smooth,white,white,white,one,pendant,black,several,urban
234,235,edible,bell,smooth,white,yes,anise,free,close,broad,black,enlarging,smooth,smooth,white,white,white,one,pendant,brown,numerous,grasses
235,236,edible,convex,fibrous,white,yes,anise,free,crowded,narrow,white,tapering,smooth,smooth,white,white,white,one,pendant,brown,several,woods
236,237,edible,convex,scaly,white,yes,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
237,238,edible,bell,scaly,yellow,yes,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
238,239,edible,convex,scaly,yellow,yes,anise,free,close,broad,brown,enlarging,smooth,scaly,white,white,white,one,pendant,black,scattered,grasses
239,240,edible,flat,scaly,yellow,yes,almond,free,close,broad,pink,enlarging,smooth,scaly,white,white,white,one,pendant,black,scattered,paths
240,241,edible,flat,scaly,yellow,yes,almond,free,close,broad,white,enlarging,smooth,scaly,white,white,white,one,pendant,black,solitary,paths
241,242,edible,convex,smooth,white,yes,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
242,243,edible,convex,smooth,white,yes,almond,free,close,broad,white,enlarging,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
243,244,poisonous,convex,smooth,white,yes,pungent,free,close,narrow,brown,enlarging,smooth,smooth,white,white,white,one,pendant,black,several,urban
244,245,edible,flat,fibrous,white,yes,almond,free,crowded,narrow,pink,tapering,smooth,smooth,white,white,white,one,pendant,purple,several,woods
245,246,edible,convex,smooth,white,yes,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
246,247,edible,convex,smooth,white,yes,anise,free,crowded,narrow,pink,tapering,smooth,smooth,white,white,white,one,pendant,purple,several,woods
247,248,edible,convex,scaly,white,yes,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,meadows
248,249,edible,flat,scaly,yellow,yes,anise,free,close,broad,white,enlarging,smooth,scaly,white,white,white,one,pendant,black,solitary,paths
249,250,edible,convex,smooth,brown,no,none,free,crowded,broad,pink,tapering,fibrous,smooth,white,white,white,one,evanescent,black,scattered,grasses
250,251,edible,flat,scaly,yellow,yes,almond,free,close,broad,white,enlarging,smooth,scaly,white,white,white,one,pendant,brown,solitary,grasses
251,252,poisonous,convex,smooth,brown,yes,pungent,free,close,narrow,pink,enlarging,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
252,253,edible,sunken,fibrous,brown,no,none,free,close,narrow,gray,enlarging,smooth,smooth,white,white,white,one,pendant,brown,several,urban
253,254,edible,bell,scaly,yellow,yes,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,white,one,pendant,brown,scattered,meadows
254,255,edible,bell,smooth,white,yes,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
255,256,edible,bell,scaly,white,yes,anise,free,close,broad,black,enlarging,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
256,257,edible,flat,fibrous,brown,no,none,free,close,narrow,black,enlarging,smooth,smooth,white,white,white,one,pendant,brown,several,urban
257,258,edible,convex,smooth,white,yes,almond,free,close,broad,white,enlarging,smooth,smooth,white,white,white,one,pendant,black,numerous,meadows
258,259,edible,bell,scaly,white,yes,anise,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,one,pendant,black,numerous,grasses
259,260,edible,bell,scaly,white,yes,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
260,261,edible,flat,scaly,brown,yes,anise,free,close,broad,white,enlarging,smooth,scaly,white,white,white,one,pendant,brown,scattered,grasses
261,262,poisonous,convex,scaly,white,yes,pungent,free,close,narrow,black,enlarging,smooth,smooth,white,white,white,one,pendant,black,several,grasses
262,263,edible,convex,smooth,white,yes,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,white,one,pendant,brown,numerous,grasses
263,264,edible,convex,scaly,white,yes,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,white,one,pendant,brown,scattered,meadows
264,265,edible,flat,fibrous,white,yes,anise,free,crowded,narrow,white,tapering,smooth,smooth,white,white,white,one,pendant,purple,several,woods
265,266,edible,flat,fibrous,gray,no,none,free,close,narrow,gray,enlarging,smooth,smooth,white,white,white,one,pendant,black,several,urban
266,267,edible,flat,smooth,gray,no,none,free,crowded,broad,pink,tapering,smooth,smooth,white,white,white,one,evanescent,black,abundant,grasses
267,268,edible,convex,scaly,yellow,yes,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,one,pendant,brown,scattered,meadows
268,269,edible,bell,smooth,white,yes,almond,free,close,broad,black,enlarging,smooth,smooth,white,white,white,one,pendant,brown,scattered,meadows
269,270,poisonous,flat,scaly,brown,yes,pungent,free,close,narrow,white,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,urban
270,271,edible,convex,smooth,white,yes,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,white,one,pendant,black,numerous,meadows
271,272,poisonous,flat,smooth,brown,yes,pungent,free,close,narrow,white,enlarging,smooth,smooth,white,white,white,one,pendant,black,several,urban
272,273,edible,convex,scaly,white,yes,anise,free,close,broad,black,enlarging,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
273,274,edible,convex,scaly,yellow,yes,almond,free,close,broad,black,enlarging,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
274,275,edible,flat,scaly,yellow,yes,almond,free,close,broad,brown,enlarging,smooth,scaly,white,white,white,one,pendant,brown,scattered,paths
275,276,edible,convex,scaly,brown,yes,almond,free,close,broad,white,enlarging,smooth,scaly,white,white,white,one,pendant,brown,scattered,paths
276,277,edible,flat,scaly,brown,yes,almond,free,close,broad,white,enlarging,smooth,scaly,white,white,white,one,pendant,brown,solitary,grasses
277,278,edible,convex,scaly,white,yes,almond,free,close,broad,white,enlarging,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
278,279,edible,flat,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,smooth,smooth,white,white,white,one,evanescent,black,scattered,grasses
279,280,edible,convex,smooth,yellow,yes,anise,free,close,broad,black,enlarging,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
280,281,poisonous,convex,scaly,white,yes,pungent,free,close,narrow,white,enlarging,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
281,282,edible,bell,scaly,yellow,yes,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
282,283,edible,sunken,fibrous,brown,no,none,free,close,narrow,pink,enlarging,smooth,smooth,white,white,white,one,pendant,brown,several,urban
283,284,edible,convex,smooth,yellow,yes,anise,free,close,broad,black,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,meadows
284,285,edible,bell,scaly,white,yes,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,white,one,pendant,black,numerous,meadows
285,286,edible,flat,scaly,brown,yes,almond,free,close,broad,brown,enlarging,smooth,scaly,white,white,white,one,pendant,black,scattered,grasses
286,287,edible,bell,scaly,yellow,yes,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,meadows
287,288,edible,bell,scaly,white,yes,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
288,289,edible,convex,scaly,brown,yes,anise,free,close,broad,brown,enlarging,smooth,scaly,white,white,white,one,pendant,brown,solitary,paths
289,290,edible,flat,fibrous,gray,no,none,free,close,narrow,pink,enlarging,smooth,smooth,white,white,white,one,pendant,brown,solitary,urban
290,291,edible,convex,fibrous,gray,no,none,free,close,narrow,gray,enlarging,smooth,smooth,white,white,white,one,pendant,black,solitary,urban
291,292,edible,bell,scaly,yellow,yes,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
292,293,edible,convex,smooth,yellow,yes,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,meadows
293,294,edible,bell,scaly,white,yes,anise,free,close,broad,black,enlarging,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
294,295,edible,convex,smooth,white,yes,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,meadows
295,296,edible,bell,smooth,yellow,yes,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
296,297,edible,convex,smooth,yellow,yes,almond,free,close,broad,black,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,meadows
297,298,edible,convex,fibrous,gray,no,none,free,crowded,broad,pink,tapering,fibrous,fibrous,white,white,white,one,evanescent,black,scattered,grasses
298,299,edible,flat,smooth,yellow,yes,almond,free,crowded,narrow,pink,tapering,smooth,smooth,white,white,white,one,pendant,brown,several,woods
299,300,poisonous,convex,scaly,white,yes,pungent,free,close,narrow,pink,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
300,301,edible,convex,fibrous,white,no,none,free,crowded,broad,black,tapering,fibrous,smooth,white,white,white,one,evanescent,black,abundant,grasses
301,302,edible,bell,scaly,white,yes,almond,free,close,broad,white,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
302,303,edible,convex,smooth,yellow,yes,anise,free,crowded,narrow,white,tapering,smooth,smooth,white,white,white,one,pendant,brown,several,woods
303,304,edible,bell,scaly,white,yes,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
304,305,edible,convex,scaly,white,yes,anise,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
305,306,edible,convex,fibrous,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,pink,white,one,pendant,brown,solitary,woods
306,307,edible,bell,scaly,white,yes,anise,free,close,broad,black,enlarging,smooth,smooth,white,white,white,one,pendant,brown,scattered,meadows
307,308,edible,convex,smooth,yellow,yes,anise,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
308,309,edible,flat,scaly,brown,yes,almond,free,close,broad,pink,enlarging,smooth,scaly,white,white,white,one,pendant,black,solitary,grasses
309,310,edible,convex,fibrous,white,no,none,free,crowded,broad,brown,tapering,smooth,smooth,white,white,white,one,evanescent,brown,scattered,grasses
310,311,edible,convex,smooth,yellow,yes,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
